address,price,price_per_sqm,rooms,floor,sqm,date,lot_sqm,housing_type,monthly_fee,build_year,starting_price,page
Blåsebergavägen 27,1300000,33300,1,1,39,2025-02-09,,Lägenhet,2684,2022,1350000,65
Konsultgatan 4,2025000,24300,3,7,83,2025-02-08,,Lägenhet,6404,1972,1995000,65
Limhamnsgårdens Allé 61,2150000,34700,2,3,62,2025-02-09,,Lägenhet,4329,2021,2250000,65
Fridhemstorget 22,4830000,47900,3,3,100,2025-02-08,,Lägenhet,3961,1939,4795000,65
Lagmansgatan 6A,2700000,32100,3,10,84,2025-02-08,,Lägenhet,5490,1965,2795000,65
Drottningtorget 3,12250000,49800,8,2,246,2025-02-08,,Lägenhet,12413,1907,12495000,65
Stora Kvarngatan 16,5560000,43100,4,3,129,2025-02-08,,Lägenhet,7378,1894,5595000,65
Flöjelgatan 6,4495000,49900,3,2,90,2025-02-08,,Lägenhet,5712,2009,4495000,65
Spånehusvägen 43B,1795000,42700,2,1,42,2025-02-08,,Lägenhet,1670,1933,1795000,65
Sufflörgatan 11,1500000,23300,2,5,64,2025-02-08,,Lägenhet,4137,1971,1595000,65
Berguvsgatan 9A,2325000,20100,5,2,115,2025-02-08,,Lägenhet,6415,1964,2495000,65
Grynbodgatan 15A,4450000,48900,3,3,91,2025-02-08,,Lägenhet,5719,1929,4695000,66
Sallerupsvägen 28B,1100000,24400,2,3,45,2025-02-08,,Lägenhet,3710,1939,1100000,66
Atles gata 5,2315000,42900,2,3,54,2025-02-08,,Lägenhet,4326,2021,2395000,66
Sallerupsvägen 16A,2405000,29000,3,2,83,2025-02-07,,Lägenhet,5948,1929,2095000,66
Kilian Zollsgatan 27D,2100000,39600,2,4,53,2025-02-08,,Lägenhet,4944,1954,2195000,66
Karlshamnsgatan 6,3545000,36900,4,1,96,2025-02-07,,Lägenhet,6055,1937,3495000,66
Regementsgatan 74,10000000,71400,3,3,140,2025-02-07,,Lägenhet,6352,1908,10000000,66
Västra Rönneholmsvägen 55C,2475000,45000,2,4,55,2025-02-07,,Lägenhet,3088,,2495000,66
Vitemöllegatan 11A,1075000,30700,1,3,35,2025-02-07,,Lägenhet,3085,1954,1095000,66
Sofielundsvägen 48B,1095000,26700,2,1,41,2025-02-07,,Lägenhet,3611,1936,1195000,66
Torekovsgatan 11B,1450000,33000,2,4,44,2025-02-07,,Lägenhet,3060,1942,1450000,66
Höjagatan 4,1410000,19900,2,1,71,2025-02-07,,Lägenhet,4149,1967,1495000,66
Carl Hillsgatan 15,1850000,48700,1,3,38,2025-02-07,,Lägenhet,3221,,1950000,66
Lagmansgatan 3D,2700000,33100,3,3,81,2025-02-07,,Lägenhet,5382,1964,2495000,66
Tornfalksgatan 10B,1040000,17000,2,3,61,2025-02-07,,Lägenhet,3552,1964,1095000,66
Solhöjdsgatan 9,2075000,59300,1,6,35,2025-02-07,,Lägenhet,3175,2022,2095000,66
Disponentgatan 27,1825000,40600,2,3,45,2025-02-07,,Lägenhet,4037,,1795000,66
Törnskärsgången 9C,2500000,32500,3,1,77,2025-02-07,,Lägenhet,6221,1946,2595000,66
Köpenhamnsvägen 43B,2950000,38300,3,4,77,2025-02-07,,Lägenhet,6430,1952,3095000,66
Fylkinggatan 25D,1250000,21400,2,1,58,2025-02-07,,Lägenhet,3650,1960,1250000,66
Serenadgatan 23,785000,16400,1,5,48,2025-02-07,,Lägenhet,3352,1976,695000,66
Blåsebergavägen 29,1495000,37400,1,1,40,2025-02-07,,Lägenhet,2735,2022,1495000,66
Örsholmsgången 8B,1295000,23500,2,1,55,2025-02-07,,Lägenhet,4899,1946,1295000,66
Emil Göranssons väg 215,2200000,20000,5,,110,2025-02-07,,Lägenhet,6809,,2295000,66
Formgatan 25,3530000,45000,3,4,78,2025-02-07,,Lägenhet,4900,2020,3595000,66
Eriksfältsgatan 85C,1095000,20700,2,1,53,2025-02-07,,Lägenhet,2983,1962,1095000,66
Krankajen 18,3900000,44800,2,1,87,2025-02-06,,Lägenhet,5273,2005,3995000,66
Västanväg 61C,1495000,25800,2,2,58,2025-02-06,,Lägenhet,4043,1949,1495000,66
Serenadgatan 6,1600000,20000,3,1,80,2025-02-06,,Lägenhet,5987,1972,1495000,66
Västra Varvsgatan 21D,1925000,53500,1,6,36,2025-02-06,,Lägenhet,2825,2016,1950000,66
Erikstorpsgatan 3,2995000,49900,2,1,60,2025-02-06,,Lägenhet,3575,1935,2995000,66
Vannagårdsgatan 58,1295000,28800,2,1,45,2025-02-06,,Lägenhet,3310,1992,1295000,66
Regementsgatan 98C,2100000,35400,2,4,59,2025-02-06,,Lägenhet,3775,1945,2195000,66
Östra Ansgarigatan 95B,1895000,32100,2,2,59,2025-02-06,,Lägenhet,3991,1949,1895000,66
Vendelsfridsgatan 6B,1500000,25900,2,12,58,2025-02-06,,Lägenhet,3810,1959,1595000,66
Regementsgatan 27E,2860000,49300,2,3,58,2025-02-06,,Lägenhet,4623,1944,2995000,67
Lantmannagatan 3B,1700000,24600,2,4,69,2025-02-06,,Lägenhet,5171,,1495000,67
Värnhemsgatan 15,1500000,29400,2,4,51,2025-02-06,,Lägenhet,4069,1929,1695000,67
Mariedalsvägen 55C,2050000,35000,2,1,58,2025-02-06,,Lägenhet,4662,1946,2095000,67
Lönngatan 50C,820000,19500,1,2,42,2025-02-06,,Lägenhet,3176,1936,795000,67
Estlandsgatan 5B,760000,26300,1,3,28,2025-02-06,,Lägenhet,1934,1956,835000,67
Östra Förstadsgatan 17C,2350000,31800,3,4,74,2025-02-05,,Lägenhet,4997,,2350000,67
Per Albin Hanssons väg 56B,1200000,22200,2,7,54,2025-02-05,,Lägenhet,4728,1958,1195000,67
Tessins väg 8B,2150000,43000,1,3,50,2025-02-06,,Lägenhet,4734,1953,2150000,67
Mäster Danielsgatan 4,2850000,49100,2,2,58,2025-02-05,,Lägenhet,3468,1932,2850000,67
Sankt Knuts väg 4B,4850000,53900,3,4,90,2025-02-05,,Lägenhet,5435,1929,4995000,67
Kronetorpsgatan 68A,1150000,19500,2,3,59,2025-02-05,,Lägenhet,4288,1961,1195000,67
Stensåkervägen 270,1630000,24700,2,1,66,2025-02-05,,Lägenhet,3553,,1495000,67
Östra Farmvägen 38E,1250000,24300,2,3,51,2025-02-05,,Lägenhet,3602,1955,1250000,67
Uppsalagatan 22,1125000,28100,1,4,40,2025-02-05,,Lägenhet,2793,1939,1195000,67
Slussplan 3A,3250000,47800,2,6,68,2025-02-05,,Lägenhet,3609,2013,3195000,67
Slussgatan 5,2100000,37500,2,2,56,2025-02-05,,Lägenhet,3798,1939,2195000,67
Köpenhamnsvägen 49C,2295000,38900,2,7,59,2025-02-05,,Lägenhet,5242,1953,2295000,67
Ahrenbergsgatan 8,2450000,33600,3,,73,2025-02-05,,Lägenhet,6616,2019,2495000,67
Solters Plan 1A,4100000,49400,3,5,83,2025-02-05,,Lägenhet,4896,1939,3795000,67
Ystadsgatan 47C,1795000,35900,2,,50,2025-02-05,,Lägenhet,4159,1937,1795000,67
Regementsgatan 76,4000000,47600,3,5,84,2025-02-05,,Lägenhet,6922,1910,4200000,67
Vetefältsgatan 13,4050000,40900,4,6,99,2025-02-05,,Lägenhet,7232,2024,3995000,67
Södra Förstadsgatan 119,750000,25000,1,1,30,2025-02-05,,Lägenhet,,,,67
Erikslustvägen 30C,1075000,40600,1,3,26,2025-02-05,,Lägenhet,2147,1953,1100000,67
Föreningsgatan 70,1475000,36000,1,4,41,2025-02-05,,Lägenhet,3200,1935,1395000,67
Östra Kristinelundsvägen 13,4850000,43300,4,3,112,2025-02-05,,Lägenhet,8753,1945,4895000,67
Roslins väg 2,2095000,51100,1,2,41,2025-02-05,,Lägenhet,2979,1929,2095000,67
Spånehusvägen 49A,3950000,46500,4,3,85,2025-02-04,,Lägenhet,7178,1939,3695000,67
Grönalundsgatan 14A,2495000,26500,3,1,94,2025-02-04,,Lägenhet,6659,1982,2495000,67
Solgatan 27B,1295000,23500,3,3,55,2025-02-04,,Lägenhet,4304,1949,1295000,67
Höstgatan 35B,1845000,31300,2,3,59,2025-02-04,,Lägenhet,5344,1926,1845000,67
Roslins väg 17B,3600000,48000,3,3,75,2025-02-04,,Lägenhet,4384,1944,3495000,67
Sofielundsvägen 23E,4100000,36100,5,2,113,2025-02-04,,Lägenhet,7029,1964,3695000,67
Mäster Eriks Plan 7E,4750000,55600,3,1,85,2025-02-04,,Lägenhet,6854,1932,4195000,67
Ribevägen 2A,1930500,36500,2,3,52,2025-02-04,,Lägenhet,4146,1947,1895000,68
Drottninggatan 1AC,1895000,48600,2,6,39,2025-02-04,,Lägenhet,3237,2019,1895000,68
Stadiongatan 55D,1350000,25500,2,8,53,2025-02-04,,Lägenhet,3486,1959,1445000,68
Vitemöllegatan 16D,1995000,23500,4,3,85,2025-02-04,,Lägenhet,5888,1954,1995000,68
Carl Herslowsgatan 9,1575000,60300,1,4,26,2025-02-04,,Lägenhet,1964,1945,1675000,68
Köpenhamnsvägen 13C,2050000,38700,2,5,53,2025-02-04,,Lägenhet,4196,,2095000,68
Östra Varvsgatan 3BC,2750000,51900,2,4,53,2025-02-04,,Lägenhet,4370,2023,2795000,68
Lönnebergagatan 65,1995000,32700,2,2,61,2025-02-04,,Lägenhet,4693,2020,1995000,68
Oxievångsvägen 25,1695000,17100,3,2,99,2025-02-04,,Lägenhet,6104,1983,1695000,68
Rödkullastigen 3B,1200000,17300,3,4,69,2025-02-04,,Lägenhet,5494,1959,1250000,68
Döbelnsgatan 6,2995000,37000,4,4,81,2025-02-04,,Lägenhet,6657,1935,2995000,68
Regementsgatan 98C,3220000,42900,3,5,75,2025-02-04,,Lägenhet,4653,1945,3395000,68
Glasbruksgatan 2B,1765000,32700,3,2,54,2025-02-04,,Lägenhet,4717,,1750000,68
Torekovsgatan 19A,1075000,29900,1,3,36,2025-02-03,,Lägenhet,2813,1942,1075000,68
Nobelvägen 30B,895000,25600,1,2,35,2025-02-03,,Lägenhet,1900,1929,895000,68
Limhamnsvägen 10B,3495000,45400,3,1,77,2025-02-03,,Lägenhet,5712,1954,3495000,68
Albinsrogatan 5A,2195000,34300,2,4,64,2025-02-03,,Lägenhet,4348,1965,2195000,68
Serenadgatan 22,740000,11600,2,14,64,2025-02-03,,Lägenhet,5269,1972,650000,68
Östervärnsgatan 2B,3150000,40400,3,3,78,2025-02-03,,Lägenhet,5524,1909,2995000,68
Bangatan 4C,1850000,30100,2,2,61,2025-02-03,,Lägenhet,3971,1964,1800000,68
Kulladalsgatan 10A,1600000,18400,3,4,87,2025-02-03,,Lägenhet,5907,,1575000,68
Lilla Varvsgatan 23A,4075000,54300,3,6,75,2025-02-03,,Lägenhet,5212,2020,4195000,68
Österportsgatan 1B,3495000,43100,3,2,81,2025-02-03,,Lägenhet,5870,,3495000,68
Per Albin Hanssons väg 56A,1150000,21300,2,8,54,2025-02-03,,Lägenhet,4758,1957,1295000,68
Carl Gustafs väg 26A,2395000,46100,2,5,52,2025-02-03,,Lägenhet,4118,1948,2395000,68
Annebergsgatan 5A,2295000,35000,2,8,65,2025-02-03,,Lägenhet,4445,1964,2295000,68
Portvaktsgatan 2,2900000,36700,3,6,79,2025-02-03,,Lägenhet,4717,2017,2995000,68
Vitemöllegatan 7H,1350000,26000,2,4,52,2025-02-03,,Lägenhet,3841,,1395000,68
Nobelvägen 111C,1730000,33000,2,6,52,2025-02-03,,Lägenhet,3799,1955,1750000,68
Ellstorpsgatan 4C,1075000,32600,1,1,33,2025-02-03,,Lägenhet,2894,1938,1195000,68
Industrigatan 4A,2100000,55300,1,4,38,2025-02-03,,Lägenhet,3697,,2175000,68
Betaniaplan 1,8700000,46300,6,5,188,2025-02-03,,Lägenhet,11036,1904,8850000,68
Dockgatan 5A,4900000,55100,3,1,89,2025-02-03,,Lägenhet,4614,2009,4995000,68
Räfsgatan 23,1550000,36900,2,2,42,2025-02-03,,Lägenhet,3589,2023,1595000,68
Slussgatan 14,2400000,39300,2,4,61,2025-02-03,,Lägenhet,3539,1906,2495000,68
Carl Flormansgatan 17,2095000,38800,2,3,54,2025-02-03,,Lägenhet,4482,,2095000,69
Åhusgatan 5,1070000,33000,1,3,32,2025-02-03,,Lägenhet,3285,1938,1090000,69
Serenadgatan 25,1095000,13400,3,11,82,2025-02-03,,Lägenhet,5561,1973,1095000,69
Stora Varvsgatan 43,3210000,58400,2,5,55,2025-02-03,,Lägenhet,4889,2022,3195000,69
Grynbodgatan 15E,3200000,56100,2,2,57,2025-02-03,,Lägenhet,3705,1929,3295000,69
Lilla Varvsgatan 21C,2450000,46200,2,1,53,2025-02-02,,Lägenhet,,,,69
Von Lingens väg 78,1350000,14200,4,2,95,2025-02-02,,Lägenhet,6443,1969,1195000,69
Sergels väg 12B,6350000,57700,4,3,110,2025-02-02,,Lägenhet,,,,69
Scaniaplatsen 21,3725000,52500,3,2,71,2025-02-02,,Lägenhet,6150,2006,3795000,69
Sagas gränd 3D,3725000,37300,4,2,100,2025-02-02,,Lägenhet,6540,2017,3895000,69
Stadiongatan 53A,1675000,29400,2,5,57,2025-02-01,,Lägenhet,3930,1958,1750000,69
Linjeettgatan 5A,3395000,41400,3,2,82,2025-02-02,,Lägenhet,4616,2020,3395000,69
Limhamns Stationsväg 22,4445000,44000,4,4,101,2025-02-01,,Lägenhet,6725,2020,4495000,69
Köpenhamnsvägen 40C,3375000,44100,3,5,76,2025-02-01,,Lägenhet,5032,1951,3495000,69
Widells väg 5,660000,10600,2,9,62,2025-02-01,,Lägenhet,4421,1970,695000,69
Spånehusvägen 49C,2200000,45800,2,3,48,2025-02-01,,Lägenhet,3652,1939,2395000,69
Långgårdsgatan 1,3195000,39900,3,2,80,2025-01-31,,Lägenhet,5803,1983,3195000,69
Bobergsängen 4A,1175000,40400,1,2,29,2025-01-31,,Lägenhet,2641,1946,1175000,69
Annebergsgatan 19B,4195000,38700,4,3,108,2025-01-31,,Lägenhet,7527,1964,4195000,69
Baskemöllegatan 4B,995000,18400,2,3,54,2025-01-31,,Lägenhet,4023,,995000,69
Beridaregatan 20C,2995000,48300,3,2,62,2025-01-31,,Lägenhet,4304,1941,2995000,69
Nordlinds väg 96C,3825000,42500,4,2,90,2025-01-31,,Lägenhet,6564,1953,3995000,69
Klaragatan 19,4600000,46000,5,3,100,2025-01-31,,Lägenhet,6060,1929,4495000,69
Erikslustvägen 36C,2350000,35600,3,2,66,2025-01-31,,Lägenhet,4650,1953,2295000,69
Västra Ryttmästaregatan 23,1525000,47700,1,,32,2025-01-31,,Lägenhet,2227,1945,1525000,69
Fersens väg 16,6600000,45800,5,3,144,2025-01-31,,Lägenhet,4132,1962,6495000,69
Sofielundsvägen 48D,1310000,32000,2,3,41,2025-01-31,,Lägenhet,3640,1937,1395000,69
Hjulhamnsgatan 8,3500000,54700,2,3,64,2025-01-31,,Lägenhet,4588,2006,3595000,69
Serenadgatan 24,750000,11700,2,12,64,2025-01-31,,Lägenhet,,,,69
Amiralsgatan 83F,1095000,19600,2,1,56,2025-01-31,,Lägenhet,4755,,1095000,69
Stadiongatan 55D,2000000,26000,3,2,77,2025-01-31,,Lägenhet,4594,1959,2050000,69
Flensburgsgatan 3B,1550000,28200,2,3,54,2025-01-31,,Lägenhet,3498,1928,1595000,69
Scaniaplatsen 5,4995000,58800,4,1,85,2025-01-31,,Lägenhet,5872,2005,4995000,69
Lovartsgatan 13,1680000,49400,1,4,34,2025-01-31,,Lägenhet,3077,,1695000,69
Nicoloviusgatan 6B,6200000,56400,4,4,110,2025-01-31,,Lägenhet,5440,,5995000,69
Aktrisgatan 18,1520000,24500,2,4,62,2025-01-31,,Lägenhet,4014,1972,1495000,70
Stora Varvsgatan 43,3800000,49400,3,3,77,2025-01-30,,Lägenhet,6095,2022,3995000,70
Stora Nygatan 23,6495000,47800,4,2,136,2025-01-31,,Lägenhet,7393,1895,6495000,70
Lovartsgatan 13,1680000,49400,1,3,34,2025-01-31,,Lägenhet,2363,,1595000,70
Skrivaregatan 38,1700000,42500,2,4,40,2025-01-30,,Lägenhet,3962,2023,1695000,70
Kronetorpsgatan 54A,725000,19600,1,1,37,2025-01-30,,Lägenhet,3576,1960,795000,70
Nobelvägen 10A,1850000,24700,3,2,75,2025-01-30,,Lägenhet,4617,1939,1895000,70
Amiralsgatan 87E,1795000,26400,3,3,68,2025-01-30,,Lägenhet,4856,1947,1795000,70
Grönalundsgatan 5B,1500000,27800,2,2,54,2025-01-30,,Lägenhet,3730,1956,1575000,70
Vannagårdsgatan 176,1410000,26600,2,1,53,2025-01-30,,Lägenhet,3808,1992,1325000,70
Limhamnsvägen 10B,3600000,48600,3,2,74,2025-01-30,,Lägenhet,5712,1954,3695000,70
Vannagårdsgatan 126,1300000,24500,2,,53,2025-01-30,,Lägenhet,3808,,1295000,70
Märsgränd 19,3300000,45200,3,3,73,2025-01-30,,Lägenhet,4161,2016,3495000,70
Celsiusgatan 2B,2200000,37300,2,2,59,2025-01-30,,Lägenhet,3222,1928,2295000,70
Södra Förstadsgatan 121D,1580000,27200,2,2,58,2025-01-30,,Lägenhet,3692,1939,1600000,70
Kvartettgatan 56,1275000,13100,4,3,97,2025-01-30,,Lägenhet,7133,1972,1395000,70
Eriksfältsgatan 85D,850000,16000,2,,53,2025-01-30,,Lägenhet,2983,1962,895000,70
Örsholmsgången 4B,1650000,44600,1,2,37,2025-01-30,,Lägenhet,3239,,1595000,70
Sergels väg 9C,4700000,49000,4,2,96,2025-01-29,,Lägenhet,5258,1954,4595000,70
Sergels väg 5A,2095000,39500,2,1,53,2025-01-29,,Lägenhet,4133,1952,2095000,70
Industrigatan 4B,2725000,48700,2,6,56,2025-01-29,,Lägenhet,,,,70
Hässleholmsgatan 2B,2000000,40400,2,4,49,2025-01-29,,Lägenhet,2680,1936,1795000,70
Slottsgatan 24,3295000,65900,2,2,50,2025-01-29,,Lägenhet,3519,1936,3295000,70
Norra Vallgatan 2,4150000,50300,3,2,82,2025-01-29,,Lägenhet,5091,1913,4195000,70
Östra Ryttmästaregatan 3,4500000,46900,4,3,96,2025-01-29,,Lägenhet,,,,70
Erik Dahlbergsgatan 6,4200000,62100,2,4,67,2025-01-29,,Lägenhet,4192,1929,3795000,70
Spånehusvägen 63B,1875000,31000,2,1,60,2025-01-29,,Lägenhet,5187,1938,1895000,70
Krutmeijersgatan 16B,2095000,38100,2,2,55,2025-01-29,,Lägenhet,4321,,2095000,70
Lilla Varvsgatan 21E,2050000,42700,2,1,48,2025-01-29,,Lägenhet,4260,2019,2095000,70
Saarisvägen 14A,635000,19200,1,2,33,2025-01-29,,Lägenhet,3154,1938,695000,70
Rantzowgatan 7,2095000,22900,4,1,91,2025-01-29,,Lägenhet,8010,1946,2095000,70
Albinsrogatan 1C,2495000,35900,3,3,69,2025-01-29,,Lägenhet,5290,1994,2495000,70
Fernissagatan 7,3700000,41600,4,4,89,2025-01-29,,Lägenhet,6798,2023,3795000,70
Kastanjegatan 5E,2305000,26200,3,1,88,2025-01-29,,Lägenhet,4994,1991,2195000,70
Lovartsgatan 11A,2555000,46500,2,4,55,2025-01-29,,Lägenhet,4459,,2595000,70
Sperlingsgatan 10C,795000,24100,1,1,33,2025-01-29,,Lägenhet,2520,1957,795000,71
Rödkullastigen 10B,915000,16200,2,4,56,2025-01-29,,Lägenhet,4429,1960,955000,71
Beritta Gurrisgatan 1B,3800000,37600,4,2,101,2025-01-29,,Lägenhet,8029,1985,3995000,71
Nikolaigatan 4C,2560000,41300,2,4,62,2025-01-29,,Lägenhet,3799,1939,2495000,71
Skomakaregatan 4A,3950000,59800,2,7,66,2025-01-28,,Lägenhet,4672,2008,3595000,71
Kapellgatan 14,2430000,44200,2,,55,2025-01-28,,Lägenhet,3706,1935,2395000,71
Döbelnsgatan 8,2925000,35200,4,3,83,2025-01-28,,Lägenhet,6736,1935,2795000,71
Möllevångsgatan 27A,4005000,45000,4,3,89,2025-01-28,,Lägenhet,6100,,3795000,71
Sölvesborgsgatan 9,1040000,47300,1,2,22,2025-01-28,,Lägenhet,1267,1939,995000,71
Skvadronsgatan 9A,2795000,49000,2,3,57,2025-01-28,,Lägenhet,3519,1945,2795000,71
Axel Danielssons väg 65,1250000,15600,3,2,80,2025-01-28,,Lägenhet,5239,1973,1295000,71
Knopgränd 1A,1750000,48600,1,4,36,2025-01-28,,Lägenhet,2995,2019,1795000,71
Kronetorpsgatan 64A,1150000,20700,2,4,55,2025-01-28,,Lägenhet,3976,1961,1195000,71
Linnégatan 67B,1150000,29800,1,3,38,2025-01-28,,Lägenhet,3457,,1195000,71
Döbelnsgatan 8,1350000,30700,1,,44,2025-01-28,,Lägenhet,3825,,1395000,71
Fredmansgatan 7,1365000,40100,1,3,34,2025-01-28,,Lägenhet,2631,1928,1450000,71
Idaborgsgatan 57E,1200000,27600,2,4,43,2025-01-28,,Lägenhet,3882,,1245000,71
Mobäcksgatan 27,950000,20000,2,1,47,2025-01-28,,Lägenhet,3272,1966,950000,71
Vikhögsgatan 3E,3850000,40300,5,,95,2025-01-28,,Lägenhet,4313,,3695000,71
Typografgatan 4A,1380000,47600,1,3,29,2025-01-28,,Lägenhet,2920,2019,1395000,71
Linjeettgatan 5C,1470000,44500,1,2,33,2025-01-28,,Lägenhet,2624,2019,1495000,71
Erikslustvägen 10A,4810000,47600,4,2,101,2025-01-28,,Lägenhet,6242,1944,4795000,71
Statistgatan 12,1525000,24600,2,6,62,2025-01-27,,Lägenhet,4150,1973,1550000,71
Erik Dahlbergsgatan 24A,4795000,67500,2,5,71,2025-01-27,,Lägenhet,3580,1929,4795000,71
Davidshallstorg 3,4450000,61800,3,4,72,2025-01-27,,Lägenhet,3683,1931,4595000,71
Sankt Pauli Kyrkogata 12,6250000,56800,4,5,110,2025-01-27,,Lägenhet,7115,1907,6195000,71
Karolingatan 6,1350000,15900,3,2,85,2025-01-27,,Lägenhet,5416,1968,1375000,71
Ribevägen 8B,1900000,34600,2,2,54,2025-01-27,,Lägenhet,4545,1948,1995000,71
Kulladalsgatan 30E,1995000,24800,3,1,80,2025-01-27,,Lägenhet,5188,,1995000,71
Köpenhamnsvägen 32B,2400000,42900,2,,56,2025-01-27,,Lägenhet,,,,71
Lilla Varvsgatan 29A,2075000,42300,2,,49,2025-01-27,,Lägenhet,,,,71
Albinsrogatan 5A,1275000,31500,2,9,40,2025-01-27,,Lägenhet,3013,1965,1395000,71
Nobelvägen 145A,2225000,20600,4,5,108,2025-01-27,,Lägenhet,9606,1938,2295000,71
Kungsgatan 29,2500000,26900,3,4,93,2025-01-27,,Lägenhet,7553,,2695000,71
Lilla Varvsgatan 21D,2275000,45500,2,,50,2025-01-27,,Lägenhet,,,,71
Bodekullsgatan 33B,975000,29400,1,4,33,2025-01-27,,Lägenhet,2399,1945,995000,72
Regissörgatan 1,845000,29100,1,1,29,2025-01-27,,Lägenhet,2011,1973,895000,72
Fernissagatan 2,2150000,39100,2,2,55,2025-01-27,,Lägenhet,4618,2020,2150000,72
Stubbamöllegatan 4A,1100000,20000,2,3,55,2025-01-26,,Lägenhet,4746,,1145000,72
Lilla Varvsgatan 51A,2550000,49000,2,,52,2025-01-27,,Lägenhet,,,,72
Storgatan 43H,2750000,68800,1,5,40,2025-01-26,,Lägenhet,3604,2021,2595000,72
Kristianstadsgatan 19A,3060000,41900,3,2,73,2025-01-26,,Lägenhet,6159,1929,2995000,72
Tornfalksgatan 4B,1360000,21600,2,8,63,2025-01-26,,Lägenhet,3667,1965,1395000,72
Östra Stallmästaregatan 3B,3015000,42500,2,4,71,2025-01-26,,Lägenhet,5882,1935,3195000,72
Per Albin Hanssons väg 52B,1850000,27200,3,3,68,2025-01-26,,Lägenhet,5084,,1900000,72
Östra Farmvägen 32B,1950000,25800,3,2,75,2025-01-26,,Lägenhet,4966,,1995000,72
Ellstorpsgatan 4I,1200000,25500,2,3,47,2025-01-26,,Lägenhet,4592,1938,1295000,72
Ellstorpsgatan 4C,1375000,26400,2,2,52,2025-01-26,,Lägenhet,4806,1938,1345000,72
Kilian Zollsgatan 31B,2530000,40200,2,4,63,2025-01-26,,Lägenhet,4376,1945,2595000,72
Roslins väg 18D,2995000,52500,2,6,57,2025-01-26,,Lägenhet,3462,1942,2995000,72
Kulladalsgatan 12B,1450000,16800,3,3,86,2025-01-25,,Lägenhet,5876,1965,1550000,72
Mellangatan 4B,1600000,30800,2,3,52,2025-01-25,,Lägenhet,5344,1926,1545000,72
Nicoloviusgatan 5,3320000,53500,3,2,62,2025-01-25,,Lägenhet,,,,72
Stenbocksgatan 6,5995000,58200,4,3,103,2025-01-25,,Lägenhet,4965,1902,5995000,72
Eriksrogatan 1A,1995000,41600,2,,48,2025-01-25,,Lägenhet,3932,1939,1995000,72
Föreningsgatan 30,5200000,47300,4,5,110,2025-01-25,,Lägenhet,6495,1908,5495000,72
Sadelmakarebyn 7D,835000,20900,1,2,40,2025-01-25,,Lägenhet,4495,2004,850000,72
Västra Skrävlingevägen 173,1295000,21900,2,3,59,2025-01-24,,Lägenhet,3621,,1345000,72
Mellangatan 4B,2195000,31400,3,1,70,2025-01-24,,Lägenhet,6560,1926,2195000,72
Simrishamnsgatan 34B,2600000,34200,2,3,76,2025-01-24,,Lägenhet,4783,1929,2595000,72
Mariedalsvägen 49C,1800000,33300,2,2,54,2025-01-24,,Lägenhet,4838,1958,1850000,72
Vimpelgatan 37,4825000,54600,3,4,88,2025-01-24,,Lägenhet,6436,2008,4595000,72
Regementsgatan 27D,2395000,36800,2,5,65,2025-01-24,,Lägenhet,4841,1944,2395000,72
Blåsebergavägen 7,2350000,34600,3,1,68,2025-01-24,,Lägenhet,4709,2015,2450000,72
Källargatan 7C,3000000,37000,3,3,81,2025-01-24,,Lägenhet,4708,1901,2500000,72
Saarisvägen 2A,1800000,26500,3,3,68,2025-01-24,,Lägenhet,4271,1940,1695000,72
Slussplan 3B,3500000,63600,2,7,55,2025-01-24,,Lägenhet,3065,2013,3495000,72
Sadelmakarebyn 2C,950000,18300,2,1,52,2025-01-24,,Lägenhet,4810,2005,1045000,72
Vitemöllegatan 16C,1395000,26800,2,3,52,2025-01-24,,Lägenhet,3913,1954,1395000,72
Lantmannagatan 3B,1300000,19100,2,1,68,2025-01-24,,Lägenhet,5110,1936,1495000,72
Einar Hansens Esplanad 30A,3460000,50100,3,3,69,2025-01-24,,Lägenhet,5428,2024,3495000,73
Södra Gulsparvsgatan 27A,2400000,19900,5,2,120,2025-01-24,,Lägenhet,6421,1964,2495000,73
Bullerbygatan 99,2300000,26700,3,1,86,2025-01-24,,Lägenhet,6504,2013,2395000,73
Henrik Smithsgatan 9A,3350000,47200,3,1,71,2025-01-24,,Lägenhet,4661,1934,3395000,73
Sallerupsvägen 26A,1695000,24900,3,4,68,2025-01-23,,Lägenhet,5296,1939,1795000,73
Köpenhamnsvägen 9A,1700000,56700,1,6,30,2025-01-23,,Lägenhet,3111,1954,1495000,73
Karlskronaplan 5,2395000,32800,3,2,73,2025-01-23,,Lägenhet,5674,,2395000,73
Dockgatan 19A,6300000,63000,4,1,100,2025-01-23,,Lägenhet,5565,2015,6695000,73
Fredriksbergsgatan 13,2825000,38700,3,5,73,2025-01-23,,Lägenhet,5726,1930,2895000,73
Torekovsgatan 18E,1700000,32100,2,4,53,2025-01-23,,Lägenhet,3896,1943,1650000,73
Tors gränd 13,2200000,37900,2,5,58,2025-01-23,,Lägenhet,4200,2019,2295000,73
Pilåkersvägen 5C,875000,27300,1,4,32,2025-01-23,,Lägenhet,3100,1951,995000,73
Almbacksgatan 9,2850000,33900,3,,84,2025-01-23,,Lägenhet,,,,73
Korsörvägen 8B,1780000,36300,1,4,49,2025-01-23,,Lägenhet,3713,1947,1795000,73
Exercisgatan 5,3575000,40600,3,2,88,2025-01-23,,Lägenhet,7237,1929,3695000,73
